MigrateSubscriptionName,RecoveryVault,RecoveryVaultResourceGroup,VMFriendlyName,OSType,WindowsLicenceType,DestinationSubScriptionName,DestinationResourceGroupName,DestinationStorageAccountName,DestinationStorageAccountResourceGroupName,DestinationNetworkName,DestinationSubnetName,DestinationNetworkResourceGroupName,DestinationSize,DestinationAvailabilityZone,SqlServerLicenceType,tagKeys,tagValues,PrimaryVMNetworkName,backupNetworkName
guycarpenter-migration,GUY-PP-EUNR1-AZUREMIGRATE-MigrateVault-1906016488,GUY-PP-EUNR1-AZUREMIGRATE,LONCAT-VM187,Windows,WindowsServer,guycarpenter-privatedevelopment,gc-azmigratepilot-emea-privatedev-rg,gcstrgazfilesreplication,gc-sa-emea-privatedev-rg,GUY-PV-EUNR1,GUY-PV-EUNR1-DEV,gc-vd-net-eunr1,Standard_B2ms,1,NoLicenseType,,,,
